Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD]
880;8.502179;8.615562;8.302515;8.191775
890;8.228939;8.205667;8.218616;8.416035
900;7.935742;8.474459;8.244940;8.009983
910;8.061056;8.097478;8.042007;7.944296
920;7.843446;7.909947;7.916421;7.786148
930;7.622997;7.528788;7.773249;7.716753
940;7.758439;7.759992;7.544025;7.645365
950;7.444056;7.653633;7.460612;7.232797
960;7.003945;7.275912;7.389323;7.455662
970;7.010942;7.091203;7.141876;7.221153
980;7.109371;6.732034;6.989268;6.897716
990;6.780271;6.625081;6.957539;6.667667
1000;6.608549;6.690836;6.839330;6.683505
1010;6.491490;6.607857;6.581887;6.567281
1020;6.334707;6.388288;6.312808;6.415221
1030;6.364196;6.439741;6.327243;6.619673
1040;6.193068;6.379026;6.247763;6.550411
1050;6.051344;6.096883;5.970079;6.101861
1060;6.079902;5.927439;5.824868;5.811363
1070;5.867548;5.849399;5.926040;5.879919
1080;5.481413;5.678312;5.764640;5.551383
1090;5.630388;5.631555;5.609667;5.295396
1100;5.642669;5.387820;5.513971;5.444196
1110;5.273901;5.404098;5.084804;5.552879
1120;5.140997;5.195445;5.317799;5.325909
1130;5.385540;5.103883;5.431425;5.567385
1140;5.420082;5.086631;5.251081;5.306444
1150;5.076986;4.662908;4.781149;5.143310
1160;5.257974;5.047093;4.831555;4.793607
1170;4.798368;4.696434;4.747858;4.763723
1180;4.657469;4.652437;4.624163;4.818700
1190;4.464471;4.725767;4.498926;4.707377
1200;4.329740;4.291465;4.548145;4.695821
1210;4.454490;4.479658;4.574632;4.522182
1220;4.420984;4.101890;4.578409;4.390445
1230;4.395992;4.309673;4.240715;3.908940
1240;4.203112;4.121386;3.916280;4.128374
1250;3.846183;4.075420;4.014461;4.218347
1260;4.053983;3.914750;3.714207;4.174049
1270;4.097919;3.912036;3.848642;3.924674
1280;3.736583;3.772510;3.845166;4.043190
1290;3.645422;3.673182;3.874333;3.577487
1300;3.612086;3.631372;3.955294;3.906653
1310;3.670477;3.653266;3.612938;3.653768
1320;3.586113;3.694375;3.839506;3.507934
1330;3.293342;3.575569;3.193774;3.562680
1340;3.358726;3.760822;3.453742;3.425878
1350;3.383024;3.546011;3.611983;3.461935
1360;3.417982;3.423461;3.395501;3.341208
1370;3.303043;3.250556;3.084175;3.127185
1380;3.250807;3.221654;3.569288;3.203892
1390;2.939637;2.886880;2.810320;3.139380
1400;2.979215;2.980412;3.323018;3.030800
1410;2.926900;3.013724;2.989400;3.149586
1420;2.805134;2.952680;3.072237;2.770710
1430;2.804320;2.587730;3.111982;2.868451
1440;2.742793;3.010489;2.939922;2.845618
1450;2.753964;2.834250;2.593140;2.946312
1460;2.927241;2.604148;2.667804;2.752296
1470;2.660608;2.362169;2.557325;2.539803
1480;2.474799;2.243575;2.413366;2.660042
1490;2.572470;2.539890;2.579603;2.427668
1500;2.400004;2.331936;2.762837;2.365397
1510;2.522896;2.452440;2.325290;2.563986
1520;2.474061;2.415959;2.543498;2.470975
1530;2.416372;2.471143;2.469052;2.380212
1540;2.377522;2.430352;2.264254;2.119920
1550;2.173460;1.902442;2.089325;2.480797
1560;2.195137;2.307485;2.026095;2.038156
1570;2.157395;2.054918;2.143020;2.015118
1580;1.883457;2.320403;1.991066;2.052258
1590;2.080734;1.973914;2.061894;2.247357
1600;2.195268;1.962045;1.838764;2.032607
1610;1.750590;1.954155;1.879737;1.997718
1620;1.857078;1.843959;1.916464;1.923284
1630;2.070697;2.037400;1.972275;2.084631
1640;1.783115;1.536206;2.103460;1.722184
1650;2.033853;1.804731;1.749717;1.411929
1660;1.828806;1.788542;2.084704;1.778985
1670;1.788539;1.765157;1.681358;1.868420
1680;1.801699;1.840027;1.695805;1.531043
1690;1.299396;1.742281;1.883193;1.534868
1700;1.807644;1.651092;1.770422;1.513456
1710;1.693924;1.559156;1.638785;1.522839
1720;1.645991;1.431518;1.699039;1.512439
1730;1.667839;1.656340;1.483235;1.426846
1740;1.339417;1.411923;1.833513;1.481963
1750;1.605262;1.506215;1.289658;1.337312
1760;1.514946;1.517930;1.417074;1.379609
1770;1.359644;1.236901;1.408841;1.403946
1780;1.216099;1.611168;1.492724;1.649141
1790;1.172596;1.257227;1.258910;1.218175
1800;1.526760;1.246452;1.304185;1.372171
1810;1.297906;1.208625;1.178465;1.454655
1820;1.152720;1.362308;1.167552;1.087542
1830;1.276706;1.143010;1.318691;0.980868
1840;1.287068;1.286724;1.211092;1.357772
1850;1.304418;1.260646;1.219972;1.198740
1860;1.084309;1.053115;1.408003;1.161387
1870;1.298691;0.844164;1.185889;1.051802
1880;1.135441;1.023659;1.103017;1.024443
1890;0.960595;0.972218;1.037743;0.934910
1900;1.158418;0.722073;0.942377;1.042735
1910;0.853009;1.069434;1.202719;1.028511
1920;0.841039;0.884753;0.924423;0.856039
1930;1.139493;0.984511;0.931123;1.076258
1940;0.906523;1.108354;0.776082;1.003422
1950;0.782605;0.980635;0.781234;0.889181
1960;0.739677;0.934402;1.132968;0.746641
1970;0.821770;1.034000;0.958315;0.876923
1980;0.795042;1.015774;0.912008;0.880490
1990;0.848601;0.826788;0.979159;0.765637
2000;0.495108;0.921542;0.811113;1.046948
2010;0.689319;0.913035;0.988135;0.603937
2020;0.681112;0.856818;0.702151;0.925747
2030;0.884204;0.898650;0.899249;0.669788
2040;0.670079;0.937363;0.779929;0.799735
2050;0.948070;0.646662;0.789166;0.646291
2060;0.755757;0.670296;0.740807;0.669685
2070;0.506381;0.690154;0.852532;0.626053
2080;0.781040;0.567880;0.716505;0.865952
2090;0.497927;0.799005;0.730759;0.610464
2100;0.646538;0.600595;0.614711;0.661586
2110;0.688892;0.489194;0.865553;0.686306
2120;0.799893;0.652434;0.414744;0.562793
2130;0.456444;0.657668;0.384808;0.573959
2140;0.661547;0.485750;0.665832;0.980187
2150;0.696873;0.302282;0.636443;0.580711
2160;0.545287;0.496618;0.739566;0.495322
2170;0.391492;0.570394;0.598739;0.483589
2180;0.641061;0.685819;0.511684;0.572653
2190;0.605466;0.529431;0.606952;0.688531
2200;0.518447;0.439752;0.618453;0.655829
2210;0.579280;0.240515;0.638675;0.583877
2220;0.281315;0.440765;0.411720;0.415628
2230;0.575449;0.278117;0.372093;0.478586
2240;0.349022;0.716525;0.425266;0.400815
2250;0.607603;0.622023;0.292144;0.684414
2260;0.372408;0.703300;0.359908;0.351834
2270;0.296826;0.457572;0.552614;0.355745
2280;0.770287;0.003125;0.219385;0.377067
2290;0.272704;0.477863;0.338447;0.464268
2300;0.694409;0.538393;0.250457;0.539911
2310;0.129473;0.385690;0.504712;0.250912
2320;0.472555;0.527761;0.398696;0.277144
2330;0.353466;0.558017;0.317465;0.432271
2340;0.435980;0.601560;0.529686;0.300409
2350;-0.062731;0.324723;0.385103;0.354599
2360;0.173079;0.207311;0.385702;0.381858
2370;0.522675;0.306373;0.520683;0.433271
2380;0.134677;0.060205;0.319794;0.133158
2390;0.186154;0.120818;0.464876;0.577286
2400;0.238768;0.456209;0.370953;0.082626
2410;0.433091;0.212195;0.439522;0.231880
2420;0.428338;0.333292;0.216969;0.366060
2430;0.121895;0.051210;0.011150;0.355650
2440;0.347338;0.249346;0.046357;0.244820
2450;0.082871;0.276613;0.343339;0.303489
2460;0.230875;0.469642;0.411751;0.246169
2470;0.068499;0.373101;0.109187;0.188423
2480;0.200802;0.342242;0.108735;0.213816
2490;0.148508;0.231200;0.210437;0.507499
2500;0.046983;0.234773;0.220781;0.284620
2510;0.129805;0.127034;0.080289;0.153200
2520;0.153317;0.189293;0.020963;0.330187
2530;0.248967;0.214737;0.135100;-0.010278
2540;0.195282;-0.085497;0.207556;0.079043
2550;0.218124;0.354409;0.223372;0.223517
2560;0.058943;0.152145;0.190283;0.116997
2570;0.286415;0.292006;0.197982;-0.025889
2580;0.342276;0.177315;0.182400;-0.059419
2590;0.107776;0.028060;0.178777;0.237681
2600;0.050061;0.356749;0.417663;0.139346
2610;0.170349;0.338218;0.141791;0.101854
2620;0.216751;0.113527;-0.101614;0.054943
2630;0.353413;0.357216;-0.243746;0.323053
2640;0.110335;-0.031177;0.054351;0.071034
2650;0.319911;0.223118;0.082039;0.140151
2660;0.124197;0.259526;0.009823;0.356323
2670;-0.004916;0.169538;-0.021387;0.120170
2680;0.135861;0.142359;0.005352;0.062532
2690;0.130010;0.198589;0.249559;0.319744
2700;0.036183;0.141921;0.073099;-0.099127
2710;0.096548;0.284961;-0.035662;0.113433
2720;0.164842;0.093422;0.365511;0.384569
2730;0.121620;0.067575;0.020512;-0.021879
2740;0.213153;0.030265;0.049072;-0.083966
2750;0.141727;0.100992;0.176441;-0.000894
2760;0.258965;-0.020904;-0.016932;0.033457
2770;-0.130020;0.167233;0.011584;0.159027
2780;0.046064;-0.170333;0.061084;-0.182646
2790;0.101021;-0.000890;0.092647;-0.024551
2800;-0.177872;-0.234357;0.095267;0.228901
2810;-0.110376;0.087647;0.032955;-0.146495
2820;0.091219;-0.049361;-0.052121;0.033484
2830;-0.024126;-0.086735;-0.071277;-0.044658
2840;-0.027266;-0.110650;-0.036514;-0.231339
2850;-0.034867;0.090229;0.212078;0.138398
2860;-0.144734;0.067113;0.081922;0.049554
2870;-0.053193;-0.097298;-0.427806;0.136120
2880;-0.073814;0.010671;-0.083308;0.101778
2890;-0.083173;-0.108911;-0.223661;0.054041
2900;0.206014;-0.044882;-0.271250;-0.135350
2910;-0.084036;0.011117;-0.013814;0.035716
2920;0.076864;-0.133254;0.022279;0.108443
2930;0.154274;0.264047;0.296617;0.025897
2940;0.068809;-0.022229;-0.099836;0.089258
2950;0.128775;-0.194179;-0.021391;0.021865
2960;-0.204174;-0.005328;-0.077953;-0.017847
2970;0.030879;-0.028449;-0.191443;0.102277
2980;0.121867;0.051527;-0.023604;-0.084315
2990;-0.075107;-0.199073;-0.115290;0.063374
3000;-0.258754;0.300375;-0.038344;0.043278
3010;-0.135028;0.123917;-0.145725;0.117435
3020;-0.319135;-0.147054;-0.077922;0.130829
3030;0.012966;0.035927;-0.090803;-0.364547
3040;-0.005368;-0.085251;-0.024042;-0.115226
3050;-0.112762;-0.189135;0.172375;-0.210171
3060;-0.008494;-0.092332;-0.172811;0.032585
3070;-0.142150;0.079017;-0.031599;0.136660
3080;-0.052752;-0.003552;-0.074371;-0.015630
3090;-0.060310;0.019975;0.225815;-0.081215
3100;-0.038890;-0.050580;0.240642;0.018288
3110;0.000447;0.171503;0.293861;-0.204417
3120;0.256647;-0.262439;-0.096244;0.074944
3130;-0.100597;-0.393051;-0.013805;-0.138965
3140;0.051396;-0.238447;0.068121;0.040133
3150;-0.214289;-0.177085;0.134062;0.057587
3160;-0.351763;-0.165182;0.018701;0.118255
3170;0.002233;0.028869;-0.140286;-0.081579
3180;-0.075519;-0.035109;-0.354810;0.020514
3190;0.011629;-0.366466;0.012901;0.002230
3200;-0.021024;-0.129574;-0.124480;0.052255
3210;-0.199386;-0.002221;-0.203582;-0.221258
3220;-0.238350;-0.223518;0.054309;-0.262141
3230;0.072415;-0.000000;-0.233533;-0.008486
3240;-0.132247;-0.113199;-0.160735;-0.010252
3250;-0.112247;0.083876;-0.077946;-0.122739
3260;0.113502;-0.258457;-0.193965;-0.068735
3270;0.140351;0.141272;-0.122313;-0.107476
3280;-0.294394;-0.320077;0.044941;-0.001339
3290;-0.045589;-0.119432;0.053392;-0.022310
3300;0.037074;-0.167268;-0.224207;-0.281471
3310;-0.169598;-0.163000;-0.163683;-0.140406
3320;-0.117510;-0.172503;0.360025;0.060674
3330;-0.006702;-0.258208;-0.160615;-0.074928
3340;0.148451;0.071961;-0.232447;-0.006239
3350;-0.164023;-0.229731;0.041793;-0.053963
3360;0.008046;-0.085288;-0.347964;-0.078987
3370;0.034416;-0.101256;-0.020892;0.004906
3380;-0.183676;-0.117228;0.028026;-0.133884
3390;0.004023;-0.058678;-0.185508;-0.058015
3400;-0.134085;-0.033787;0.051195;-0.254854
3410;-0.077371;-0.038258;-0.008905;-0.030763
3420;-0.198545;-0.029749;-0.005784;0.025425
3430;-0.085848;0.112718;-0.008008;-0.223980
3440;0.040675;-0.182748;-0.278848;-0.192163
3450;-0.111702;-0.249066;0.032940;-0.362719
3460;-0.228815;-0.117221;-0.056517;-0.005353
3470;-0.037991;-0.162061;-0.110685;-0.230982
3480;-0.067983;-0.020004;-0.233182;-0.294624
3490;0.019232;-0.102652;-0.362129;-0.008027
3500;-0.122921;-0.217963;-0.126334;-0.203149
3510;-0.195324;-0.095154;0.021811;-0.008916
3520;0.111272;-0.047077;-0.139694;0.035229
3530;-0.259978;-0.158978;-0.656892;-0.201557
3540;-0.209414;0.034634;-0.070244;-0.030754
3550;-0.273102;-0.071986;-0.309284;-0.192982
3560;0.098795;-0.111944;-0.138335;-0.289360
3570;-0.267691;-0.184138;-0.005339;-0.190152
3580;-0.068367;-0.023551;0.019131;-0.381610
3590;-0.013852;0.111465;0.015123;0.092722
3600;-0.018770;-0.153159;-0.145990;-0.058838
3610;-0.238034;-0.164755;-0.147617;-0.074888
3620;-0.089448;-0.322536;-0.098297;-0.299509
3630;-0.089921;-0.017318;-0.140661;-0.167194
3640;-0.373455;-0.102734;-0.009789;0.088276
3650;-0.246434;-0.232224;-0.322965;0.054859
3660;-0.163740;-0.097732;0.117451;-0.023636
3670;-0.207714;-0.109789;-0.001334;-0.056602
3680;-0.438952;-0.158572;-0.317406;-0.166357
3690;0.008943;-0.247053;-0.290811;0.052603
3700;-0.285861;-0.147056;-0.306683;-0.085179
3710;-0.127542;-0.031963;-0.002669;-0.367195
3720;0.025047;-0.103018;0.006673;0.070873
3730;0.002686;-0.255460;-0.215335;-0.188649
3740;-0.219334;0.014211;-0.206858;-0.237516
3750;-0.390418;-0.172431;-0.242509;-0.221923
3760;-0.089488;-0.353526;-0.053843;-0.062341
3770;-0.242758;-0.095485;-0.202090;-0.101117
3780;0.162014;0.113892;-0.215824;-0.065478
3790;0.029096;-0.304717;-0.012892;-0.015151
3800;0.062304;-0.130058;-0.257755;-0.153250
3810;-0.021516;-0.089685;-0.034704;-0.254166
3820;-0.142559;-0.070628;-0.134864;-0.154243
3830;-0.247836;-0.245760;0.002226;-0.185358
3840;0.016584;0.083024;-0.169533;-0.228877
3850;-0.215573;-0.000444;-0.054322;-0.201773
3860;-0.011662;-0.144655;-0.012909;-0.111351
3870;-0.287607;-0.234151;-0.428157;-0.305011
3880;0.066384;0.000888;-0.327974;-0.002673
3890;-0.239930;-0.117139;-0.016458;-0.094061
3900;-0.322089;-0.191442;-0.032036;-0.186335
3910;-0.180364;-0.363381;-0.227283;-0.220035
3920;-0.256050;-0.089674;-0.274656;-0.204577
3930;-0.347160;-0.269657;-0.107302;-0.159919
3940;-0.455323;-0.143370;-0.227002;-0.098529
3950;0.058442;0.059522;-0.363507;-0.125568
3960;-0.250628;-0.105650;-0.013781;0.000891
3970;-0.470180;-0.044394;-0.061376;-0.304148
3980;-0.284509;-0.115853;-0.179254;-0.230510
3990;-0.277502;-0.285522;-0.163347;-0.307926
4000;0.014855;-0.168409;-0.142860;-0.065476
4010;-0.303254;-0.401077;-0.140994;-0.116708
4020;-0.095453;0.009323;-0.155390;-0.151625
4030;-0.122919;-0.115409;-0.281602;-0.286848
4040;-0.087829;-0.271628;-0.194099;-0.187998
4050;0.020729;-0.336513;0.095336;-0.203557
4060;-0.291996;-0.125345;0.003117;-0.121626
4070;-0.197060;-0.148882;-0.140600;-0.053555
4080;-0.043309;-0.019539;0.099756;-0.090408
4090;-0.073947;-0.000889;-0.159297;-0.053879
4100;-0.213785;0.211228;-0.294230;-0.306059
4110;-0.277441;0.146536;-0.291996;-0.277951
4120;-0.075270;-0.176238;-0.237230;-0.099239
4130;-0.138950;-0.226013;-0.033842;-0.026281
4140;-0.260854;-0.306094;-0.077566;-0.228949
4150;-0.256846;-0.091413;-0.156128;-0.200581
4160;0.084288;-0.210525;-0.230673;-0.426395
4170;-0.247455;-0.017777;-0.030291;-0.317792
4180;-0.382119;-0.186961;-0.136655;-0.247596
4190;-0.002255;-0.278283;-0.027155;-0.077504
4200;-0.181999;-0.043103;-0.309985;-0.065926
4210;-0.369186;-0.343069;-0.020489;-0.173347
4220;-0.223542;-0.124714;-0.067668;-0.151339
4230;-0.289095;-0.368143;-0.095774;0.036979
4240;-0.233805;-0.047063;-0.200228;-0.117595
4250;-0.206938;-0.176276;-0.309822;-0.111258
4260;-0.206447;-0.145614;-0.240166;-0.199511
4270;-0.059469;-0.098581;-0.195080;-0.070375
4280;-0.305654;-0.376454;0.098821;-0.317003
4290;-0.337596;-0.168326;-0.339254;0.013806
4300;-0.252407;-0.059084;0.010244;0.016929
4310;-0.152898;-0.109663;-0.061928;-0.022267
4320;-0.098150;-0.200074;-0.226761;-0.203110
4330;-0.154938;-0.155034;-0.068608;-0.269745
4340;-0.069835;-0.074569;-0.043224;-0.026726
4350;-0.298989;-0.024423;-0.210047;-0.218219
4360;-0.082310;-0.233526;-0.108694;-0.302065
4370;-0.232690;-0.172277;-0.210215;-0.277722
4380;-0.184821;-0.051972;-0.218804;-0.225026
4390;-0.293675;0.112806;-0.152879;-0.255231
4400;-0.208522;-0.178891;-0.025374;-0.273658
4410;-0.221425;-0.248599;-0.286034;-0.128811
4420;-0.188585;-0.243275;-0.229754;-0.269679
4430;0.030133;-0.102169;-0.160864;-0.128716
4440;-0.072907;-0.208363;-0.245378;-0.075663
4450;-0.107102;-0.329415;-0.202805;0.020483
4460;-0.257049;-0.194286;0.041432;-0.060142
4470;-0.402058;-0.413115;-0.206781;0.088643
4480;-0.129246;-0.239490;-0.186384;-0.130092
4490;-0.365031;0.075063;-0.159096;-0.493708
4500;-0.381826;-0.298967;-0.128422;-0.235206
4510;-0.138539;-0.616500;-0.567987;-0.095389
4520;-0.103007;0.181588;-0.199367;0.028954
4530;-0.103102;-0.200226;-0.137212;-0.347768
4540;-0.545768;-0.084397;-0.312450;-0.215652
4550;-0.096843;-0.160262;-0.136682;0.015143
4560;-0.017563;-0.211178;0.048121;-0.229464
4570;-0.232054;-0.210409;0.014251;-0.014715
4580;-0.236813;-0.146412;-0.519034;-0.332040
4590;-0.154487;-0.194059;-0.195196;-0.132342
4600;-0.512964;-0.312427;-0.459173;-0.183105
4610;-0.043270;-0.002221;-0.293159;0.016933
4620;0.035587;0.107536;-0.206554;-0.216925
4630;-0.030617;0.006213;-0.344975;-0.276626
4640;-0.360397;-0.162442;-0.188398;-0.311846
4650;0.035587;-0.066605;-0.029847;0.003563
4660;-0.108132;-0.033329;-0.336642;-0.014258
4670;0.187492;-0.035069;0.153776;-0.071747
4680;0.022988;-0.201697;-0.220789;-0.259202
4690;-0.059034;0.090568;-0.386725;0.172150
4700;-0.248722;-0.251732;-0.021413;-0.203203
4710;0.075223;-0.020866;-0.332521;-0.353879
4720;0.194696;-0.301892;-0.150114;-0.213161
4730;-0.251250;-0.096315;-0.304929;-0.213104
4740;-0.177568;-0.225721;-0.405247;-0.414363
4750;-0.170041;-0.004438;-0.167556;-0.075798
4760;-0.162562;-0.248975;-0.165983;-0.503059
4770;-0.202857;0.007987;-0.099448;-0.027635
4780;-0.147028;-0.160124;-0.146703;-0.178765
4790;-0.153648;-0.076725;-0.230526;0.104425
4800;-0.370582;-0.318261;-0.041472;-0.366396
4810;-0.277847;-0.255980;-0.217207;-0.078546
4820;-0.213207;-0.203795;-0.293754;0.046794
4830;-0.290443;-0.139335;-0.145417;-0.177462
4840;-0.100904;-0.257115;-0.181589;-0.206531
4850;0.141051;-0.075027;-0.480392;-0.153474
4860;0.055871;-0.154475;-0.371768;-0.379697
4870;0.017573;-0.123436;-0.120942;-0.444462
4880;-0.288736;-0.344823;0.092708;-0.126243
4890;0.017570;-0.223813;-0.282328;0.065148
4900;0.009014;-0.044838;-0.217625;-0.174329
4910;-0.384493;-0.180293;-0.512810;-0.151629
4920;-0.119384;-0.447877;0.069594;-0.249024
4930;0.186795;-0.067110;-0.172773;-0.253433
4940;-0.123411;-0.024424;-0.166022;-0.054424
4950;-0.316850;-0.065715;-0.182843;-0.170465
4960;0.074319;0.019085;-0.171726;-0.115532
4970;-0.194440;-0.437827;-0.299985;-0.270581
4980;-0.362137;-0.132352;-0.070885;-0.363033
4990;-0.119739;-0.042668;-0.028551;0.072318
5000;-0.274728;-0.166846;-0.374550;-0.186842
