Laser Delay [ns];TA1 [mOD];TA2 [mOD];TA3 [mOD];TA4 [mOD];TA5 [mOD];TA6 [mOD];TA7 [mOD];TA8 [mOD];TA9 [mOD];TA10 [mOD];TA11 [mOD];TA12 [mOD];TA13 [mOD];TA14 [mOD];TA15 [mOD];TA16 [mOD];TA17 [mOD];TA18 [mOD];TA19 [mOD];TA20 [mOD]
-240;0.103319;-0.398095;-0.415098;-0.237214;-0.283690;-1.272239;-0.343096;0.103157;0.254636;0.181253;-0.250937;-0.328502;0.217081;-0.296928;0.063966;-0.139106;-0.058464;-0.110514;-0.347126;0.136602
-230;-0.239502;-0.045574;-0.283103;-0.322630;-0.261280;-0.201328;-0.014367;0.089562;-0.081429;-0.165135;0.043992;-0.386969;0.015226;-0.293714;-0.302309;-0.054409;-0.200946;-0.276294;0.024807;0.057027
-220;-0.497400;-0.422299;-0.392623;0.010382;-0.720601;-0.187777;-0.165234;-0.190219;-0.510490;-0.126617;-0.503686;-0.436483;0.173992;-0.202341;-0.149560;-0.170322;0.114470;-0.095267;-0.173540;-0.472146
-210;-0.243424;0.005597;-0.124716;-0.307570;-0.451210;-0.139820;-0.191648;-0.139862;-0.410788;-0.302688;0.086363;-0.088726;0.206061;-0.370957;-0.305497;-0.120741;-0.203352;-0.001601;0.132043;-0.456877
-200;-0.097608;0.379014;-0.430871;-0.379406;-0.284364;-0.238838;0.057486;-0.185261;-0.211496;0.149595;-0.173392;-0.450935;-0.278165;0.024787;-0.099141;-0.772503;-0.261735;-0.160899;-0.088864;0.000803
-190;0.087250;-0.927039;0.052738;0.423471;-0.615071;-0.095827;-0.377923;0.244278;-0.138055;-0.191044;-0.053545;-0.474399;-0.406192;-0.147972;-0.176772;-0.259917;-0.179314;-0.385096;-0.272103;-0.138032
-180;-0.144889;-0.231908;-0.233318;-0.070333;0.018366;-0.070269;-0.313184;-0.062281;-0.399089;0.153370;-0.384346;-0.243159;-0.282570;-0.087151;0.023994;-0.054372;-0.551530;-0.137698;-0.561166;-0.071407
-170;-0.362309;-0.351909;-0.118250;0.077568;-0.548553;0.053491;-0.367621;0.364814;-0.074208;-0.128552;-0.433131;-0.212812;-0.555576;-0.218260;-0.323071;-0.137596;0.041633;-0.216140;-0.163159;-0.592137
-160;-0.787826;-0.039970;0.057523;-0.250275;-0.273070;-0.184367;-0.029565;-0.098980;-0.476585;-0.213255;0.410817;0.239969;-0.489792;0.045586;-0.004798;-0.146318;-0.108860;0.103305;-0.091150;0.139562
-150;0.180113;-0.216759;-0.412278;-0.135157;-0.291486;-0.040685;-0.063915;-0.371976;-0.216396;0.303507;-0.286845;-0.363197;-0.415359;-0.512749;-0.074408;-0.378388;0.066485;-0.029654;-0.211223;-0.226993
-140;-0.378368;-0.016797;0.000799;-0.123139;0.515173;-0.154035;0.010388;-0.029538;-0.172456;-0.095010;-0.168573;-0.113616;0.028016;-0.134448;-0.035997;-0.513751;-0.078498;-0.339703;-0.186326;-0.099426
-130;-0.448847;0.091209;-0.243609;-0.039163;-0.271546;-0.079013;-0.230887;0.027937;-0.052710;-0.270646;-0.421133;-0.347263;-0.395435;-0.288693;0.067203;-0.171218;-0.063309;-0.341265;0.032798;-0.470892
-120;0.024807;0.122422;0.142942;0.092639;0.000799;0.064641;-0.207662;-0.280909;-0.497472;-0.451684;-0.234001;-0.503955;-0.088055;-0.059184;0.108844;0.427213;-0.260227;0.058501;0.057611;-0.093881
-110;0.058454;-0.277772;0.078275;-0.642235;0.040744;-0.156462;-0.035139;-0.030338;-0.284282;0.089384;0.003996;0.018407;0.042442;-0.103969;-0.077617;-0.362350;-0.082494;0.208310;-0.188928;-0.081839
-100;0.044849;0.104878;-0.101402;-0.390365;0.023967;-0.113333;-0.487827;-0.331243;0.317741;-0.226701;-0.121456;-0.408981;-0.417188;-0.143960;-0.216095;-0.094436;-0.012812;-0.004006;-0.203346;0.451614
-90;-0.570778;0.054475;-0.160513;-0.378282;-0.352177;-0.179562;-0.396877;-0.195487;-0.210751;-0.154057;-0.103149;-0.051227;-0.080064;-0.444779;-0.327155;-0.235321;-0.430016;-0.379013;-0.096126;-0.338532
-80;-0.054393;0.030434;-0.104611;0.164494;-0.285827;0.065427;-0.075824;0.027127;-0.231620;-0.233044;-0.303037;0.092797;-0.095302;-0.188707;-0.018404;-0.098444;-0.241819;-0.141060;-0.026441;-0.184444
-70;0.006398;-0.285225;-0.095883;0.112582;-0.154888;-0.078211;0.050297;0.219505;-0.768548;-0.054258;-0.295211;0.252745;-0.275476;-0.015996;-0.535175;-0.424360;0.071246;-0.318087;-0.053722;-0.004814
-60;0.191953;-0.044866;-0.191010;0.043115;-0.110182;-0.086961;-0.107827;-0.268932;-0.266793;0.016757;-0.121597;-0.117578;-0.138589;-0.485500;-0.412590;-0.274506;-0.055254;0.256422;-0.284808;-0.072222
-50;0.139279;-0.145719;-0.359782;-0.283459;-0.075818;-0.334414;-0.085483;-0.134845;0.109436;-0.701153;0.161543;0.384726;0.004806;0.138407;0.109517;-0.708485;-0.176055;0.036061;-0.214266;0.032113
-40;-0.430945;-0.054457;-0.256704;0.015973;-0.135635;-0.385991;-0.182992;-0.018343;-0.083824;-0.242564;-0.235994;0.187830;-0.173795;0.090452;-0.249446;-0.261641;0.180187;-0.534132;-0.433155;-0.140407
-30;-0.569077;-0.419427;-1.174152;-0.055077;-0.710922;-0.254421;-0.014394;-0.275991;-0.585768;-0.853675;-0.548969;-0.734450;-0.288920;-0.459709;-0.675759;-0.709856;-0.406521;-0.289068;-0.265468;-0.613792
-20;-1.256834;-0.891986;-0.785657;-1.398631;-1.308680;-1.019160;-0.790009;-0.696014;-0.725824;-0.967662;-0.771589;-1.041310;-1.144774;-0.918658;-0.910989;-1.023580;-0.488727;-1.029022;-0.484987;-1.183887
-10;-1.254696;-1.460535;-1.028710;-1.033395;-1.403276;-1.797789;-1.809189;-0.871206;-1.704860;-1.300046;-1.623715;-0.990122;-1.240114;-1.130606;-1.241904;-1.252479;-1.627780;-1.439800;-1.342782;-1.553925
0;-2.044470;-1.878417;-2.148473;-2.398581;-1.799773;-2.228512;-2.017128;-2.208728;-2.602715;-1.856034;-1.931782;-2.090587;-1.971332;-2.098114;-2.006937;-2.038265;-2.092123;-1.878204;-1.800848;-1.789108
10;-2.123924;-2.304090;-2.848628;-2.157690;-2.503219;-2.437395;-2.796647;-2.489941;-2.506522;-2.624654;-2.748443;-2.380799;-2.585101;-2.828240;-2.496431;-2.457420;-2.940912;-2.515303;-2.483970;-2.389101
20;-2.984475;-3.052551;-3.268555;-2.808146;-3.135266;-3.037438;-3.109779;-3.104376;-2.853383;-2.799276;-2.838953;-2.910124;-2.982941;-2.949269;-3.178441;-2.974765;-2.567429;-3.188615;-3.005123;-3.177323
30;-3.429237;-3.420368;-3.251042;-3.584065;-3.149091;-3.592222;-3.401259;-3.278382;-3.408893;-3.502250;-3.484991;-3.486358;-3.645314;-3.112201;-2.731085;-3.311922;-3.550091;-3.303249;-3.276945;-2.922559
40;-3.791028;-3.753991;-3.655101;-4.184466;-4.012828;-3.897740;-3.687954;-4.559635;-4.047176;-3.975962;-3.724652;-3.409146;-3.605017;-4.178630;-3.601189;-3.849334;-3.563424;-3.656092;-3.694408;-3.793303
50;-3.456375;-4.030045;-3.779080;-4.411006;-4.419487;-3.610140;-3.962536;-4.334929;-4.325398;-3.819617;-4.226463;-3.850275;-4.173516;-4.187629;-3.839945;-4.170945;-3.845885;-3.840394;-4.171801;-3.866605
60;-4.782633;-4.679026;-4.611657;-4.493415;-4.167963;-4.526496;-4.371125;-4.365445;-4.165774;-4.543736;-4.421790;-4.514579;-4.912647;-4.296934;-4.383359;-4.459790;-4.435272;-4.027891;-4.251218;-4.255811
70;-4.651618;-4.687516;-4.699343;-5.197886;-4.730216;-4.815474;-4.183804;-4.835494;-4.822478;-4.667782;-4.435279;-4.681587;-4.989983;-4.627709;-4.525012;-4.422828;-4.496064;-4.807130;-4.880163;-4.609524
80;-5.163687;-5.089428;-5.079545;-4.757165;-4.921383;-4.943568;-5.067290;-4.771873;-5.291573;-4.441242;-4.747113;-4.912636;-4.849552;-5.056311;-4.732791;-4.917243;-4.424725;-5.049415;-4.918566;-4.579999
90;-4.712387;-5.199421;-4.536723;-5.129405;-5.248696;-4.865625;-4.624953;-4.980745;-4.484468;-4.482494;-4.628679;-4.942700;-4.593992;-4.846405;-4.809701;-4.359902;-5.145497;-4.744399;-5.090949;-4.466525
100;-4.731201;-4.480763;-5.086347;-4.475031;-4.556580;-4.945698;-4.665417;-4.866283;-4.783697;-4.754903;-4.151190;-4.818218;-4.854061;-5.024472;-4.539500;-4.979896;-4.486532;-4.748733;-4.640836;-4.730676
110;-4.368549;-4.185104;-4.493501;-4.406274;-4.204048;-4.763654;-4.702754;-4.489371;-4.454236;-4.157656;-4.324245;-4.463061;-4.258858;-4.630038;-4.082099;-4.415981;-3.850025;-4.466122;-4.458973;-4.913532
120;-3.953425;-4.075069;-4.227955;-4.776439;-4.338160;-3.872052;-3.321190;-4.052887;-3.942655;-3.998413;-3.965941;-3.633332;-4.193258;-4.418795;-4.232160;-4.073709;-3.601174;-3.922346;-3.926423;-4.408778
130;-3.883489;-3.929153;-3.385662;-3.531936;-3.995513;-3.547610;-4.113035;-3.811267;-4.150127;-3.734701;-3.965395;-4.031940;-3.489141;-3.567157;-3.966820;-3.792787;-4.004330;-3.597196;-3.598461;-3.673911
140;-3.664853;-3.808971;-3.577218;-3.517733;-3.500719;-3.889622;-3.312733;-3.704778;-3.471740;-3.021728;-3.158971;-3.493588;-3.743824;-3.652676;-3.292522;-3.294734;-3.651873;-3.527744;-3.707074;-3.570470
150;-3.579388;-3.617837;-3.405468;-3.685751;-3.495376;-3.150631;-3.506304;-2.736978;-3.491355;-3.239188;-3.655882;-3.247333;-3.325273;-3.491959;-3.104767;-3.191645;-3.372466;-3.290258;-3.256365;-3.077956
160;-3.167220;-3.155620;-3.231001;-3.371507;-3.034888;-3.324090;-2.949566;-3.110753;-2.906108;-3.016245;-3.018876;-3.376230;-3.022447;-2.889451;-3.064856;-2.822287;-2.818887;-3.357210;-3.173059;-3.083810
170;-3.013780;-2.701145;-2.154415;-2.711485;-2.863317;-3.155301;-2.535236;-3.148115;-2.502568;-2.695551;-2.797066;-2.543916;-2.764356;-2.776385;-2.959285;-2.850239;-2.475501;-2.726115;-2.924317;-2.641820
180;-2.127776;-2.815781;-2.817203;-2.840432;-2.631260;-2.352930;-2.411244;-2.680094;-2.793110;-2.800996;-2.603358;-2.775187;-2.460522;-2.604414;-2.525833;-2.666193;-2.112665;-2.818214;-2.934978;-2.384726
190;-2.372028;-2.376048;-2.514158;-2.543837;-2.232628;-2.645926;-3.037874;-2.891846;-2.344366;-2.556585;-2.560628;-2.931814;-2.784463;-2.632551;-2.468664;-2.234039;-2.555364;-2.360382;-2.646374;-2.311290
200;-2.456051;-2.123056;-2.141069;-2.242153;-2.339164;-2.071000;-1.906593;-2.316371;-2.618901;-2.492524;-2.329773;-2.574711;-2.421422;-2.268095;-2.134538;-2.066970;-2.348899;-2.360714;-2.403247;-2.103927
210;-2.422182;-2.225478;-2.520119;-2.370082;-1.735771;-2.159906;-2.514748;-2.158510;-1.481817;-1.588376;-2.571870;-2.186555;-2.086417;-2.227099;-2.047402;-2.052457;-2.203528;-1.923336;-1.865376;-1.756941
220;-2.402132;-2.166014;-2.153912;-1.900573;-2.035689;-1.577204;-1.456235;-2.139761;-2.139439;-1.914746;-1.780679;-2.153260;-2.040088;-2.321446;-1.504878;-1.883821;-2.297581;-2.246634;-1.630032;-1.734429
230;-1.753773;-1.595627;-1.889427;-1.951007;-2.077148;-1.805413;-1.849396;-2.042039;-1.541938;-1.821455;-2.220547;-1.841052;-2.041347;-2.030117;-2.063722;-2.080764;-1.965354;-2.155102;-2.118407;-1.670982
240;-2.044271;-1.886268;-1.748417;-1.155638;-1.741211;-1.253183;-1.747695;-1.009576;-1.909989;-1.680394;-1.707366;-1.594197;-1.973764;-1.653965;-1.804236;-2.135221;-1.800147;-1.824855;-2.322637;-1.836055
250;-1.442476;-1.088149;-1.517497;-1.941792;-1.433680;-1.358814;-1.350463;-1.910227;-1.450879;-1.853919;-1.260456;-1.986349;-1.689780;-1.315508;-1.739313;-1.627390;-1.338415;-1.623772;-1.412177;-1.653880
260;-1.828372;-1.455494;-1.816249;-1.566510;-1.655150;-1.590386;-1.532146;-1.254391;-1.431988;-1.527187;-1.772814;-1.330461;-1.737727;-1.423349;-1.876081;-1.580675;-1.621043;-1.316275;-1.531405;-1.454294
270;-1.547220;-1.657627;-1.783288;-1.419322;-0.947488;-1.485772;-0.962020;-1.846987;-1.239254;-1.502719;-1.311399;-1.391659;-1.319558;-1.449757;-1.446848;-1.479811;-1.054043;-1.098979;-1.345468;-1.373354
280;-1.381574;-1.377777;-1.655684;-1.355709;-1.303823;-0.932296;-1.329779;-1.065758;-1.426059;-0.457828;-1.395385;-0.851533;-1.298816;-1.163288;-1.178031;-1.452510;-1.525061;-1.156933;-0.683660;-1.078001
290;-1.500842;-1.183180;-1.467152;-1.506354;-1.142859;-1.661013;-0.954131;-1.394711;-1.405538;-1.499127;-1.201455;-1.357427;-1.031108;-1.165937;-1.153558;-0.859256;-1.268210;-1.290267;-1.386255;-1.346695
300;-1.194807;-0.581725;-1.140319;-1.213443;-1.488729;-0.594232;-1.071551;-1.263702;-0.857926;-0.955129;-1.277936;-0.887453;-0.996594;-1.527160;-1.610046;-1.667644;-1.194245;-1.059520;-1.298952;-1.453309
310;-1.463431;-1.376321;-0.827398;-1.183724;-1.562836;-1.142434;-0.704713;-0.654949;-1.266806;-1.113442;-1.252605;-0.958872;-1.007431;-1.044649;-1.125725;-1.598885;-0.742100;-1.241099;-1.302296;-0.786178
320;-0.834258;-0.768115;-1.270056;-1.600987;-1.173833;-1.190120;-1.045339;-0.859378;-0.649715;-1.086195;-0.801855;-1.406488;-1.546421;-0.638660;-1.365797;-1.142226;-0.997313;-0.598703;-1.380099;-1.049867
330;-1.291405;-1.037623;-0.720936;-0.956409;-1.171832;-0.806861;-0.777100;-0.776660;-0.937253;-0.747256;-0.569785;-1.047902;-0.911599;-0.709943;-1.065873;-0.829564;-0.675069;-0.537238;-0.891473;-0.776025
340;-0.593641;-1.968198;-0.740923;-0.973056;-0.760492;-0.258485;-1.081549;-0.552566;-0.973263;-0.875040;-1.012756;-0.599458;-0.718202;-0.700246;-0.823944;-0.959794;-0.900740;-0.948312;-0.933149;-0.574343
350;-0.645696;-1.328741;-0.661356;-0.356270;-1.035507;-0.654205;-0.560583;-0.770661;-0.515819;-0.647310;0.047898;-0.946137;-0.552912;-0.530035;-0.736581;-0.760556;-1.060895;-1.213971;-0.890344;-0.831983
360;-0.546542;-0.531051;-0.206656;-1.010171;-0.506669;-0.425990;-0.347742;-0.850528;-0.806059;-0.733562;-0.732180;-0.600004;-0.787825;-0.964930;-0.544037;-0.633275;-0.854166;-0.516623;-0.724441;-0.735805
370;-0.734741;-0.449763;-1.019829;-0.939193;-0.735656;-0.436486;-0.727971;-0.540934;-0.538868;-1.408658;-0.383903;-1.036668;-0.901367;-0.825025;-1.019599;-0.965431;-0.574725;-0.788904;-0.734027;-0.548681
380;-0.543458;-0.422487;-0.963518;-0.671274;-0.834261;-0.637561;-0.107830;-0.617242;-0.886134;-0.581081;-0.541962;-0.536220;-0.435293;-0.635553;-0.640879;-0.620756;-0.755626;-0.820955;-0.630124;-0.690057
390;-0.543042;-0.507881;-0.374394;-1.076907;-1.013329;-1.164662;-0.454409;-0.345015;-0.475231;-0.304972;-0.539522;-0.558787;-0.576206;-0.814599;-0.592430;-0.705144;-0.850217;-0.168810;-1.005549;-0.508140
400;-0.614178;-0.499208;-0.897940;-0.404571;-0.573204;-0.736768;-0.337107;-0.182737;-0.409009;-0.277985;-0.233989;-0.328572;-0.664239;-0.330791;-0.775416;-0.845068;-0.440404;-0.657506;-0.441967;-0.453529
410;-0.980275;-0.457563;-0.236472;-1.060327;-0.254678;-0.209984;-0.253269;-0.710080;-0.911706;-0.739557;-0.894220;-0.467783;-0.203346;-0.268617;-0.741669;-0.538515;-0.471630;-0.433505;-0.938347;-0.532822
420;-0.222234;-0.262983;-0.451180;-0.555371;-0.517882;-0.729755;0.027153;-0.677819;-0.768383;-0.177294;-0.329698;-0.430987;-0.658148;-0.621053;-0.417052;-0.457760;-0.168963;-0.520893;-0.198520;-0.422839
430;-0.620230;-0.212625;-0.495862;-0.524980;-0.082199;-0.577300;-0.534612;-0.354779;-0.425301;-0.291480;-0.444726;-0.428686;-0.238607;-0.410287;-0.715210;-0.370377;-0.469409;-0.345832;-0.230629;-0.423672
440;-0.279770;-0.307861;-0.509905;-0.324682;-0.071014;-0.403698;-0.207526;-0.479107;-0.024750;-0.639191;-0.446181;-0.381407;-0.402554;-0.550847;-0.576004;-0.548142;-0.266716;-0.488208;-0.250482;-0.166161
450;-0.426791;-0.584187;-0.094972;-0.332835;-0.303290;-0.634203;-0.476637;-0.255996;-0.260204;-0.259021;-0.664270;0.231937;-0.253062;-0.003212;-0.344604;-0.642820;-0.196243;-0.478716;-0.476145;-0.201328
460;-0.358797;-0.046415;-0.396760;-0.307996;-0.149172;-0.808167;-0.687571;-0.436171;-0.771893;-0.475097;-0.346553;-0.518260;-0.439656;-0.101281;-0.015221;-0.276854;-0.398859;-0.349120;-0.123242;-0.077047
470;0.138276;-0.542117;-0.289929;-0.373339;-0.209847;-0.300484;-0.059077;-0.374114;0.082284;-0.319956;-0.394431;-0.308749;-0.618131;-0.087578;-0.263459;-0.402635;-0.289845;0.216186;-0.078451;-0.304225
480;-0.422713;-0.274618;-0.182107;-0.026338;0.241911;-0.576286;-0.696382;-0.198620;-0.507772;-0.148761;-0.042340;-0.230379;-0.252997;-0.359911;-0.280196;-0.340951;-0.294751;-0.192192;-0.067991;-0.318649
490;-0.314907;-0.406102;0.304244;0.009575;-0.232374;-0.362280;-0.212464;-0.188218;-0.117383;-0.042399;-0.349956;0.358373;-0.059233;-0.079522;-0.129829;0.118500;-0.050435;-0.189784;0.282582;-0.283514
500;-0.100742;-0.368058;-0.354437;0.088573;-0.379072;-0.359208;-0.399115;-0.350860;-0.416021;-0.203875;-0.240436;-0.117593;-0.488866;-0.203888;-0.242036;-0.063255;-0.060049;-0.105741;-0.244989;-0.492273
510;-0.231868;0.164773;-0.431921;-0.413279;-0.075075;0.355262;-0.299366;-0.179412;0.212310;-0.095907;-0.143046;-0.087202;-0.347296;-0.093067;-0.117801;-0.128115;-0.068862;-0.180330;-0.398524;-0.317130
520;-0.369356;0.103971;-0.411170;-1.127283;0.178082;-0.190450;-0.268202;0.184190;-0.501371;-0.266889;-0.246834;-0.371308;-0.063188;-0.616488;-0.254716;-0.308402;-0.461766;0.001603;-0.382645;-0.519457
530;-0.089560;-0.651029;-0.184440;0.002394;0.157327;-0.037606;-0.152409;0.017551;-0.273102;-0.199786;-0.496208;-0.352943;-0.481734;0.141907;0.041665;-0.665433;-0.198523;0.027263;-0.147287;-0.126902
540;-0.247921;-0.443828;-0.021549;-0.251350;-0.203647;-0.439924;0.045482;0.179478;-0.913121;-0.278152;-0.540204;-0.216067;-0.660293;0.025633;0.044817;0.184980;-0.058432;-0.057765;-0.241781;-0.602982
550;-0.226990;0.053564;0.049496;-0.051065;0.021560;-0.246900;0.116471;0.477154;-0.175670;-0.563277;-0.028765;-0.288915;-0.183179;-0.278601;-0.360765;-0.523578;-0.059237;-0.126025;0.116029;-0.098790
560;0.000800;-0.065584;-0.126117;0.367805;-0.086225;-0.120588;-0.497612;-0.295954;-0.419436;0.293198;-0.087117;-0.017599;-0.466004;-0.622755;0.314207;0.353072;-0.378519;-0.214371;-0.100072;-0.074681
570;0.126394;-0.250171;-0.183651;-0.281622;-0.166147;-0.186893;-0.006379;-0.052676;-0.345883;-0.127734;-0.378233;-0.022405;0.309081;-0.390720;-0.447002;0.254439;0.580383;0.432278;0.032826;0.101212
580;0.090361;0.714654;0.463862;-0.298481;0.043133;-0.109412;0.260770;-0.120548;-0.213162;-0.002397;0.072750;0.368193;-0.382903;-0.276814;-0.698662;-0.119985;0.168130;-0.094791;-0.216113;0.076320
590;-0.250273;0.695679;0.130171;-0.158023;-0.045498;-0.079081;-0.263146;-0.023940;-0.073427;-0.417895;-0.188743;-0.467466;-0.339594;-0.224842;-0.299001;-0.207337;-0.048833;0.085978;-0.046430;-0.213616
600;-0.217434;-0.147876;-0.230041;-0.201899;0.047111;-0.165335;-0.007971;-0.027926;0.187563;-0.129416;-0.301504;0.324100;-0.212287;-0.102403;0.375792;-0.267388;0.202653;0.348277;-0.198583;-0.117240
610;-0.076749;-0.065569;0.372399;0.244211;-0.021566;0.198942;-0.246448;0.014363;0.538110;-0.042338;-0.150422;-0.028012;-0.264476;-0.450526;0.247817;-0.184917;0.282873;-0.028880;-0.128964;-0.170324
620;0.003197;-0.124710;-0.011986;-0.676913;-0.053508;-0.429786;-0.164295;-0.239362;0.319366;0.164510;0.168814;-0.550730;0.340561;0.189590;-0.610153;-0.128112;-0.217282;0.003206;-0.176134;0.365492
630;0.067154;0.190217;-0.543401;-0.206695;-0.139783;0.718394;0.003190;-0.039098;0.019158;0.360107;0.036813;0.448083;0.128991;0.143097;-0.049553;-0.216243;0.063411;-0.154580;-0.156920;0.166963
640;0.166145;-0.007995;0.111860;0.428574;-0.061495;-0.381217;0.329416;-0.041488;-0.010380;0.123786;-0.289718;-0.038391;0.033645;0.111951;-0.098342;0.491683;0.097209;-0.076831;0.009608;0.001606
650;0.076721;-0.163925;-0.119056;0.126251;-0.519938;-0.130243;-0.055046;-0.149239;0.415965;-0.059924;-0.232296;0.143234;-0.310684;0.168837;-0.142364;0.068858;0.011265;0.317878;0.251486;0.077882
660;0.040750;-0.178962;-0.139843;0.067890;0.168519;0.180649;0.078159;-0.123728;-0.029538;0.031164;-0.165009;-0.075991;0.124120;0.355421;-0.216839;0.293257;0.369563;-0.321745;-0.089701;0.080295
670;-0.862918;0.215074;0.327520;0.303422;-0.003194;0.365461;0.078136;0.059060;0.080680;0.042344;-0.024839;0.357529;-0.020817;-0.208136;-0.275047;-0.077746;-0.353378;-0.204080;-0.085705;-0.308466
680;0.271696;-0.163846;0.477399;-0.350341;0.199717;-0.077593;-0.505557;-0.351068;-0.122977;-0.281162;-0.266796;-0.131979;0.349194;-0.239312;-0.290399;0.108981;-0.124668;0.026414;-0.220322;0.069885
690;0.031175;0.551484;0.032734;0.260210;0.034359;-0.214403;-0.330174;0.079037;0.085446;0.404338;-0.379750;-0.234295;0.064043;0.169775;0.046380;0.203667;-0.102061;0.126486;-0.273169;-0.075518
700;-0.167098;0.584381;0.134154;-0.500529;-0.278006;0.097648;-0.169891;0.057459;0.011977;-0.162283;-0.088098;-0.031196;-0.069619;-0.149716;-0.103935;0.076945;-0.083448;0.176081;-0.032047;0.036140
710;-0.223832;0.083132;0.059076;-0.290635;-0.064690;-0.316172;0.031103;0.537123;0.265074;-0.137470;-0.040830;-0.056790;-0.095256;-0.054435;-0.135177;0.178024;0.181941;-0.067214;0.077727;0.282784
720;-0.138330;0.090366;-0.384820;0.474313;-0.315469;-0.137579;-0.165123;-0.287400;0.482121;0.060734;0.186482;0.213528;0.080044;0.123271;0.336038;-0.443158;0.345177;-0.059222;0.323659;0.149348
730;0.129608;0.515919;0.039931;0.507909;-0.095106;-0.135066;-0.010363;-0.027142;0.150107;0.011995;0.453523;0.221581;0.392327;0.011211;0.204017;0.231536;0.174610;-0.076040;-0.519158;-0.177497
